problem,algo,seed,HV,IGD
dtlz2,SMS_EMOA,10,1.153709361209145,0.06701042017271532
dtlz2,SMS_EMOA,11,1.1536454733177663,0.0639404171570495
dtlz2,SMS_EMOA,12,1.1537065095784116,0.06545048720376653
dtlz2,SMS_EMOA,13,1.1539092846201933,0.06418423632335686
dtlz2,SMS_EMOA,14,1.153484631195021,0.06677257802582581
dtlz2,SMS_EMOA,15,1.153659975484134,0.06594267142071579
dtlz2,SMS_EMOA,16,1.1537990345795766,0.06588265308184195
dtlz2,SMS_EMOA,17,1.1537142398940317,0.06573884104423676
dtlz2,SMS_EMOA,18,1.1538403729401465,0.06441325833526246
dtlz2,SMS_EMOA,19,1.1536407927266439,0.06493389787543175
dtlz2,SMS_EMOA,20,1.1537674933602018,0.06633937719325086
dtlz2,SMS_EMOA,21,1.1536774987125167,0.06738968293526675
dtlz2,SMS_EMOA,22,1.1540585192171802,0.06554296312120655
dtlz2,SMS_EMOA,23,1.1540009935582156,0.06803020179529601
dtlz2,SMS_EMOA,24,1.1538408740461188,0.06753392912145852
dtlz2,SMS_EMOA,25,1.1535641996682224,0.0640928431732861
dtlz2,SMS_EMOA,26,1.1534497005820143,0.06609590198017955
dtlz2,SMS_EMOA,27,1.1539083018043128,0.06551279704052838
dtlz2,SMS_EMOA,28,1.1539615087818433,0.06575871807406468
dtlz2,SMS_EMOA,29,1.1537334744428993,0.06498059322593838
dtlz4,NSGA2,0,1.1065359564167907,0.06486391746210864
dtlz4,NSGA2,1,1.1049812811319126,0.0692845209654869
dtlz4,NSGA2,2,1.1043153445482252,0.07098330031420594
dtlz4,NSGA2,3,1.106593064601786,0.0674648009845411
dtlz4,NSGA2,4,1.109672272489964,0.06583733947409218
dtlz4,NSGA2,5,1.1120708120980187,0.07195183266641687
dtlz4,NSGA2,6,1.1072644362875566,0.06883294495825157
dtlz4,NSGA2,7,1.114441341269647,0.06918727956210886
dtlz4,NSGA2,8,1.1140810156615002,0.06654135422032795
dtlz4,NSGA2,9,1.0924813460523555,0.07327043359848187
dtlz4,NSGA2,10,1.1087916588158735,0.06555621058198202
dtlz4,NSGA2,11,1.112393448714878,0.06668256868955143
dtlz4,NSGA2,12,1.1125478738456842,0.06890838141501546
dtlz4,NSGA2,13,1.0886470175918501,0.07680754121932797
dtlz4,NSGA2,14,1.1095675659181974,0.06656661249426446
dtlz4,NSGA2,15,1.109584760300736,0.06777410494006811
dtlz4,NSGA2,16,1.1150641560863805,0.06643714959903749
dtlz4,NSGA2,17,1.109693458224438,0.07290753302832771
dtlz4,NSGA2,18,1.1078461025664659,0.06991800232798318
dtlz4,NSGA2,19,1.116312801575858,0.06748341542752316
dtlz4,NSGA2,20,1.108681338831214,0.06806466944602807
dtlz4,NSGA2,21,1.1152725252839253,0.06576718061504273
dtlz4,NSGA2,22,1.112805427627058,0.06652447446665923
dtlz4,NSGA2,23,1.0987348281733662,0.0690378915853901
dtlz4,NSGA2,24,1.1155839401904633,0.07076102234489046
dtlz4,NSGA2,25,1.092086531788676,0.07446628142529158
dtlz4,NSGA2,26,1.1057820116720163,0.06778253825317916
dtlz4,NSGA2,27,1.1117866701888035,0.06540235455405799
dtlz4,NSGA2,28,1.10912664433285,0.06954286428081655
dtlz4,NSGA2,29,1.0969363457936683,0.06867322703762092
dtlz4,SMS_EMOA,0,0.7811012155617265,0.5331218186659357
dtlz4,SMS_EMOA,1,1.1538994488336214,0.06565267355778906
dtlz4,SMS_EMOA,2,0.7811215134500171,0.5331703507511611
dtlz4,SMS_EMOA,3,1.153774481492908,0.0668166268645451
dtlz4,SMS_EMOA,4,1.1540199904903554,0.06570769529205057
dtlz4,SMS_EMOA,5,0.7811175951243275,0.5332305148503332
dtlz4,SMS_EMOA,6,1.1540859465883395,0.06700337012788188
dtlz4,SMS_EMOA,7,0.7811461165785467,0.533134801743333
dtlz4,SMS_EMOA,8,1.153832688827792,0.06654535779347348
dtlz4,SMS_EMOA,9,0.28799999522766734,0.9494218317582163
dtlz4,SMS_EMOA,10,0.28799997738504746,0.9494218377313288
dtlz4,SMS_EMOA,11,1.1539812030721475,0.06780106665802951
dtlz4,SMS_EMOA,12,1.1539696234375247,0.06727164892096082
dtlz4,SMS_EMOA,13,0.28799996513375403,0.9494218418326528
dtlz4,SMS_EMOA,14,1.1537913424459951,0.0656985623658661
dtlz4,SMS_EMOA,15,1.1540351579135995,0.0653681466253482
dtlz4,SMS_EMOA,16,1.1538225245449403,0.0656790712864917
dtlz4,SMS_EMOA,17,0.7811015504551125,0.5333160791792603
dtlz4,SMS_EMOA,18,1.1541986897550265,0.06671450514655884
dtlz4,SMS_EMOA,19,0.7810940674249948,0.5332019850940279
dtlz4,SMS_EMOA,20,1.1540547819380813,0.06705245406769002
dtlz4,SMS_EMOA,21,0.7811354951709303,0.5331205290674512
dtlz4,SMS_EMOA,22,0.7811349946013638,0.5331884281236039
dtlz4,SMS_EMOA,23,1.1537910748340496,0.06512459127141017
dtlz4,SMS_EMOA,24,1.1537526482441192,0.0669423352490246
dtlz4,SMS_EMOA,25,1.153948617147786,0.06873797449916205
dtlz4,SMS_EMOA,26,0.7811291626342912,0.5331573997135467
dtlz4,SMS_EMOA,27,0.7811296519668038,0.5332814123665275
dtlz4,SMS_EMOA,28,1.153824786873371,0.06667229149135726
dtlz4,SMS_EMOA,29,1.153953992171766,0.06799357063111128
